Strain	Source	Country	Province	City	Latitude	Longitude	Day	Month	Year	TP1	TP2
Italy/SAR-AMC-11-4608/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	23	3	2020	0	1
Italy/SAR-AMC-12-4618/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	23	3	2020	0	1
Italy/SAR-AMVRC-28/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	12	4	2020	0	1
Italy/SAR-ASSL-01/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	4	4	2020	0	1
Italy/SAR-ASSL-04/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	9	4	2020	0	1
Italy/SAR-ASSL-05/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	3	4	2020	0	1
Italy/SAR-ASSL-07/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	23	4	2020	0	1
Italy/SAR-ASSL-08/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	28	4	2020	0	1
Italy/SAR-ASSL-09/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	28	4	2020	0	1
Italy/SAR-ASSL-10/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	29	3	2020	0	1
Italy/SAR-ASSL-11/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	8	4	2020	0	1
Italy/SAR-ASSL-12/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	23	4	2020	0	1
Italy/SAR-ATS-04039046/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	3	4	2020	0	1
Italy/SAR-ATS-AMC1-4634/2020	Cow_Farm	Italy	Sardinia	Suzhou	40.0850143	9.0331297	25	3	2020	0	1
Italy/SIC-AMVRC-4411/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	12	3	2020	1	1
Italy/SIC-IZSBM169-56/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM169-59/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM169-64/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM169-66/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM169-83/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM193-67/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM193-69/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM193-72/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM193-85/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM193-88/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/SIC-IZSBM194-48/2020	Cow_Farm	Italy	Sicily	Suzhou	37.5877686	14.1551733	1	6	2020	0	1
Italy/TAA-AMVRC-2629/2020	Cow_Farm	Italy	Trentino-Alto Adige	Suzhou	46.1347237	11.1203127	6	3	2020	1	1
Italy/TAA-ISS-219/2020	Cow_Farm	Italy	Trentino-Alto Adige	Suzhou	46.1347237	11.1203127	24	2	2020	1	1
Italy/TAA-ISS-3192/2020	Cow_Farm	Italy	Trentino-Alto Adige	Suzhou	46.1347237	11.1203127	7	3	2020	1	1
Italy/TAA-ISS-3201/2020	Cow_Farm	Italy	Trentino-Alto Adige	Suzhou	46.1347237	11.1203127	7	3	2020	1	1
Italy/TE-IZSGC-TE5476/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	19	3	2020	0	1
Italy/TUS-AMC-16-5342/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	27	3	2020	0	1
Italy/TUS-C198/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	24	2	2020	1	1
Italy/TUS-C266/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	3	3	2020	1	1
Italy/TUS-DBM-1/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	1	3	2020	1	1
Italy/TUS-DBM-10/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-DBM-11/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-DBM-15/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	14	5	2020	0	1
Italy/TUS-DBM-17/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	8	5	2020	0	1
Italy/TUS-DBM-18/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	7	6	2020	0	1
Italy/TUS-DBM-19/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	7	6	2020	0	1
Italy/TUS-DBM-2/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	1	3	2020	1	1
Italy/TUS-DBM-21/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	27	4	2020	0	1
Italy/TUS-DBM-3/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	23	3	2020	0	1
Italy/TUS-DBM-4/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	23	3	2020	0	1
Italy/TUS-DBM-6/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-DBM-7/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	20	3	2020	0	1
Italy/TUS-DBM-8/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	20	3	2020	0	1
Italy/TUS-DBM-9/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-ISS-4096/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	8	3	2020	1	1
Italy/TUS-UOS-07/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	20	3	2020	0	1
Italy/TUS-UOS-10/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-UOS-11/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-UOS-15/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	14	5	2020	0	1
Italy/TUS-UOS-17/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	8	5	2020	0	1
Italy/TUS-UOS-19/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	7	6	2020	0	1
Italy/TUS-UOS-2/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	1	3	2020	1	1
Italy/TUS-UOS-21/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	27	4	2020	0	1
Italy/TUS-UOS-3/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	23	3	2020	0	1
Italy/TUS-UOS-6/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-UOS-9/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	21	3	2020	0	1
Italy/TUS-UniSI-1/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	1	3	2020	1	1
Italy/TUS-UniSi01/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	26	3	2020	0	1
Italy/TUS-UniSi03/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	29	3	2020	0	1
Italy/TUS-UniSi04/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	12	3	2020	1	1
Italy/TUS-UniSi05/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	12	3	2020	1	1
Italy/TUS-UniSi06/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	12	3	2020	1	1
Italy/TUS-UniSi08/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	27	3	2020	0	1
Italy/TUS-UniSi10/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	26	3	2020	0	1
Italy/TUS-UniSi12/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	1	3	2020	1	1
Italy/TUS-UniSi13/2020	Cow_Farm	Italy	Tuscany	Suzhou	43.4595642	11.1359329	27	2	2020	1	1
Italy/UMB-ISS-3857/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	6	3	2020	1	1
Italy/UMB-ISS-3867/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	6	3	2020	1	1
Italy/UMB-IZSUM-16007-6/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	29	4	2020	0	1
Italy/UMB-IZSUM-2851/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	10	4	2020	0	1
Italy/UMB-IZSUM-3696/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	15	4	2020	0	1
Italy/UMB-IZSUM-4108/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	17	4	2020	0	1
Italy/UMB-IZSUM-4160/2020	Cow_Farm	Italy	Umbria	Suzhou	42.965641	12.4900665	18	4	2020	0	1
Italy/VALL-ISS-4862/2020	Cow_Farm	Italy	Valle D'Aosta	Suzhou	45.7302551	7.3869739	15	3	2020	1	1
Italy/VEN-ISS-4113/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	9	3	2020	1	1
Italy/VEN-ISS-4200/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	9	3	2020	1	1
Italy/VEN-IZSV-9/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	17	3	2020	0	1
Italy/VEN-IZSVe-1-1/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	21	3	2020	0	1
Italy/VEN-IZSVe-10-41/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	3	2020	0	1
Italy/VEN-IZSVe-101-12/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	20	4	2020	0	1
Italy/VEN-IZSVe-10599/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	15	4	2020	0	1
Italy/VEN-IZSVe-10860/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	18	4	2020	0	1
Italy/VEN-IZSVe-11-181/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	3	2020	0	1
Italy/VEN-IZSVe-12666/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	11	6	2020	0	1
Italy/VEN-IZSVe-14-21/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	3	2020	0	1
Italy/VEN-IZSVe-17-11/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	3	2020	0	1
Italy/VEN-IZSVe-18-48/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	3	2020	0	1
Italy/VEN-IZSVe-2-2/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	3	2020	0	1
Italy/VEN-IZSVe-20-25/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	3	2020	0	1
Italy/VEN-IZSVe-23-50/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	3	2020	0	1
Italy/VEN-IZSVe-31-19/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	31	3	2020	0	1
Italy/VEN-IZSVe-37-4/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	6	4	2020	0	1
Italy/VEN-IZSVe-46-41/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-IZSVe-50893/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	4	2020	0	1
Italy/VEN-IZSVe-53842/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	5	2020	0	1
Italy/VEN-IZSVe-55-16/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	4	2020	0	1
Italy/VEN-IZSVe-55-18/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	4	2020	0	1
Italy/VEN-IZSVe-55-56/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	4	2020	0	1
Italy/VEN-IZSVe-6-55/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	3	2020	0	1
Italy/VEN-IZSVe-94-28/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	17	4	2020	0	1
Italy/VEN-PD01/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	3	2020	0	1
Italy/VEN-PD02/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	4	3	2020	1	1
Italy/VEN-PD03/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	5	3	2020	1	1
Italy/VEN-PD04/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	3	2020	1	1
Italy/VEN-PD05/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	3	2020	0	1
Italy/VEN-PD07/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	11	3	2020	1	1
Italy/VEN-PD08/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	3	2020	0	1
Italy/VEN-PD09/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	31	3	2020	0	1
Italy/VEN-PD10/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	13	3	2020	1	1
Italy/VEN-SI-8-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_1/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-SI_10/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SI_100/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	3	2020	0	1
Italy/VEN-SI_101/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	3	2020	0	1
Italy/VEN-SI_104/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	4	3	2020	1	1
Italy/VEN-SI_108/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	19	4	2020	0	1
Italy/VEN-SI_111/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	4	2020	0	1
Italy/VEN-SI_113/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	4	2020	0	1
Italy/VEN-SI_114/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	4	2020	0	1
Italy/VEN-SI_116/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	4	2020	0	1
Italy/VEN-SI_118/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	4	2020	0	1
Italy/VEN-SI_119/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	4	2020	0	1
Italy/VEN-SI_120/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	4	2020	0	1
Italy/VEN-SI_121/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	4	2020	0	1
Italy/VEN-SI_124/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	3	2020	0	1
Italy/VEN-SI_125/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	20	3	2020	0	1
Italy/VEN-SI_127/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	14	5	2020	0	1
Italy/VEN-SI_13/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-SI_133/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	14	4	2020	0	1
Italy/VEN-SI_139/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SI_14/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-SI_16/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-SI_18/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	2	2020	1	1
Italy/VEN-SI_19/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	5	2020	0	1
Italy/VEN-SI_2/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	4	2020	0	1
Italy/VEN-SI_20/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	5	2020	0	1
Italy/VEN-SI_21/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	5	2020	0	1
Italy/VEN-SI_22/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	5	2020	0	1
Italy/VEN-SI_3/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	3	3	2020	1	1
Italy/VEN-SI_33/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SI_34/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	2	2020	1	1
Italy/VEN-SI_36/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	2	2020	1	1
Italy/VEN-SI_37/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_38/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_5/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_50/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_54/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SI_7/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SI_8/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SI_9/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SI_90/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	16	3	2020	0	1
Italy/VEN-SR-10-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	28	2	2020	1	1
Italy/VEN-SR-103-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-105-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	3	2020	1	1
Italy/VEN-SR-111-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	6	3	2020	1	1
Italy/VEN-SR-112-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-114-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-115-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	3	2020	1	1
Italy/VEN-SR-117-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	5	3	2020	1	1
Italy/VEN-SR-118-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	5	3	2020	1	1
Italy/VEN-SR-12-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-122-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	6	3	2020	1	1
Italy/VEN-SR-123-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	9	3	2020	1	1
Italy/VEN-SR-124-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	9	3	2020	1	1
Italy/VEN-SR-130-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-15-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-16-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-18-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	28	2	2020	1	1
Italy/VEN-SR-19-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-2-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-21-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	2	2020	1	1
Italy/VEN-SR-22-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-23-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-24-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-25-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-26-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-27-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	28	2	2020	1	1
Italy/VEN-SR-29-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	2	2020	1	1
Italy/VEN-SR-3-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-31-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	2	2020	1	1
Italy/VEN-SR-32-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-33-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-35-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	28	2	2020	1	1
Italy/VEN-SR-36-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-40-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	2	2020	1	1
Italy/VEN-SR-42-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-43-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-46-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	2	2020	1	1
Italy/VEN-SR-49-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-52-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	24	2	2020	1	1
Italy/VEN-SR-55-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	2	2020	1	1
Italy/VEN-SR-56-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-59-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-61-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	21	2	2020	1	1
Italy/VEN-SR-62-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-63-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	22	2	2020	1	1
Italy/VEN-SR-66-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	28	2	2020	1	1
Italy/VEN-SR-71-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-73-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-8-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	27	2	2020	1	1
Italy/VEN-SR-85-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	23	2	2020	1	1
Italy/VEN-SR-87-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	2	2020	1	1
Italy/VEN-SR-88-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-89-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	3	2020	1	1
Italy/VEN-SR-92-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-93-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	8	3	2020	1	1
Italy/VEN-SR-95-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	7	3	2020	1	1
Italy/VEN-SR-96-B/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	5	3	2020	1	1
Italy/VEN-UniVR-1/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	18	3	2020	0	1
Italy/VEN-UniVR-10/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	17	4	2020	0	1
Italy/VEN-UniVR-100/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	25	3	2020	0	1
Italy/VEN-UniVR-105/2020	Cow_Farm	Italy	Veneto	Suzhou	45.6531715	11.8458281	26	3	2020	0	1
